MinX,MaxX,MinY,MaxY,MinZ,MaxZ
-88.9782730533388,165.18338542885382,72.31130255129048,83.28547673112476,272296.1509542273,740595.9763281965
-142.4467789179418,133.94150825101036,-23.624701814075337,72.03104891605476,641232.5386858099,646997.1736314342
111.7980800129323,134.38078015820184,-24.876616073877372,51.17968638299229,332474.306585656,795364.7242874815
60.89144794502789,77.19555258385648,3.766842501166522,4.622626693779773,144289.9059501438,354716.48053339706
161.39472236182718,165.43056929708285,-32.50159246698133,72.0299902311053,981400.892501135,999288.8474154033
-84.18852605085769,16.411842113325818,-76.9839061044598,20.02956527829268,807135.5747298296,902252.4288125474
-121.22942242956651,30.21083961922082,19.89912058803263,69.56810008056374,654549.4021799983,861803.5368815758
-97.28321108778272,34.44110553540625,-55.1878582972779,-1.2761011482690847,322879.6293018913,363155.1087836673
-18.032054359686185,17.249667967260507,-68.97363034810898,-3.1778022681370146,881411.2682159093,906877.8085563144
-100.94899478552286,-97.94091468467592,-1.2746228850365782,74.23894108829187,705219.9413501039,832056.6344640662
64.60442746074145,141.4713308028402,-77.52703311526294,-59.551269480591216,54099.32669040962,64910.3507615316
-48.86948314976158,110.15947533904489,2.5514904816977406,89.61754013562246,378801.0219810334,541495.9676979901
34.433703830912236,86.21705028635648,40.5651149763311,76.46486315856276,123704.45550571807,370368.55874186545
173.20331278047252,174.3398866991329,-5.196656045750387,45.320334807263805,126055.60676307304,234597.35715738882
173.8064806142188,178.56749914221143,-63.678737162698404,-21.408002033428495,474734.1153537712,886774.7397517338
-156.61342790009508,-70.7525540413126,74.6734545949449,83.91283942794495,89690.55470031795,303692.763910584
175.86052306300786,177.31484194690242,84.0465998348871,85.43159397122466,524451.1749822712,543516.7579631158
40.79956664885705,88.62447802552197,-33.44915350433751,-3.3092982417553287,28068.697078653782,720580.1932455759
-23.360775729638846,172.4248586616147,-21.444566372217807,8.628773389647911,403770.3051087658,556240.4087335484
-100.24579100787389,-10.4181226287984,-58.89331535572988,74.66450046928598,671682.9891868643,712259.8350963668
141.5395158702326,147.28602496283887,80.11793026528312,85.28132497725701,397342.8980939847,652327.0895447242
136.50835081597262,172.30542235024484,-7.34447984458518,37.874863727108625,336270.93983681576,769651.2937891012
-160.1409478243698,145.8822441116015,-15.452085447512218,69.95726280609358,448092.42762205505,584751.857570219
46.997808642248,172.0060551280651,-35.21291024567022,-10.105697978493101,268102.2012810199,481283.29406668467
176.10157713920404,176.2214837409505,87.83661363836688,89.46229199096757,338020.3604176851,766533.0026941593
136.55865903381203,154.44125885357207,23.96132841163451,85.18421435155906,822394.699015825,993733.8274503143
102.74348956374428,113.82960225595447,-48.622161955594684,-36.10848880940856,20244.58337470547,325706.54099843686
51.95758123162659,167.31408938303676,7.838953475632152,76.99928135628296,850157.3658507396,909693.5275160954
-45.73949248904711,78.02986330131017,-85.77993160835656,-79.84005194834242,391020.18840846996,455868.9264706224
155.2540607003715,173.64190801046004,-64.29763450839076,-35.09439668529418,183946.82654263172,722319.091495423
36.43897434690615,84.704140167878,-21.478430164406376,-19.76671395748096,857472.449131106,906291.4775068501
-149.55628525742594,114.23045056794905,62.43345615729842,65.93305479102291,355426.69166642,583854.4698850698
-14.918187443541342,123.83342453704608,51.17846523114173,57.395486789455354,52741.378607840226,748015.5738269637
3.0014012351262522,143.10362782131116,38.25456070952501,52.46320551460224,924128.4512513849,941608.8148805532
-84.89992346885965,34.56953304663885,32.46396387533295,34.02121361935781,589954.6832556915,663444.3047181324
5.479958294584378,72.20073838494237,-18.303883986213734,20.746875016184568,663969.0334487527,955486.2205575234
-121.90393296913948,-99.45405397421412,14.537237196621632,67.36598624443383,745014.5653387398,987832.1327709818
125.316607464389,164.2761413934901,34.25077150261062,62.88026339054315,363856.3364927028,937978.7846753041
130.48861298774153,136.12936116700544,13.510191979288521,77.52738054790036,406953.57171394484,924771.5681578299
27.003650698951134,122.71367985666554,15.907111899283038,30.098354087042516,5591.012025581321,290043.9708388352
1.8697553888545144,51.48868230503249,80.97909816856668,81.04751373635747,289713.2812340273,413397.32235217374
31.792605859294184,67.9098976788662,83.42060478160695,85.8277746297017,268271.0734494016,406756.6566085833
-124.85928510116591,-25.035839278201905,47.71997461216799,87.15774537901235,142637.87443134136,387656.24458161637
-126.7041106845158,19.22630738975687,-39.93654736822319,13.703539486523468,613537.5299103329,822471.8481292463
-1.0642630178937509,78.43487705581703,-21.18186890128304,57.934103250894296,144092.36477899423,602969.6202703802
-25.286838013044132,124.7865427907413,-68.79566757169111,58.183870041839214,504913.1858371506,666466.1478714135
-145.2066710133738,50.798018615254335,64.594248775294,67.54989838017751,154826.6968814237,594145.6211026816
6.240247408642489,102.40463754176503,-5.141954949039572,2.971695906456379,62781.524143794675,795795.0553372223
-6.391352049891907,90.29060995289431,-80.24368180255107,70.88313244829996,936919.5760041568,971603.7168927855
-9.45301009626968,174.1592927295316,-70.57407102064622,-46.67279028064188,261090.20795710414,470440.72848605656
37.244585923746314,82.98145031248177,41.215397288705645,42.62700215102566,564640.5708725757,936652.2057734639
25.355226732112556,124.36886592423255,-9.983447875108297,0.6502906284559149,894706.3715524921,922113.244681275
-4.896347856941645,-2.6731456784918657,46.02835956157173,57.828828733655875,268368.04663827765,979676.334963734
-23.552109304378575,89.98420620449912,46.68526826274697,64.09608733256351,491743.1025871272,596991.456583264
-152.54455790285482,-112.44360499284144,81.58496499120676,82.8891185915292,875055.0662920633,995298.0364343893
-147.14560395073778,20.174393841136265,-83.30506074551006,-63.53991595682173,590328.1098600808,938338.5118347516
-159.3515960311455,98.47148808112155,33.697629892847274,56.477299670666255,116957.77972965549,397763.2157778051
-151.09301401050078,-33.33606216735923,-68.06754966477973,-25.21759169826742,685138.0492246158,865654.2461529248
95.87499228591327,127.03045589926874,-62.308393294372806,62.203014145387485,474198.6838414017,982023.9795116298
72.7771788949986,141.68860299146183,69.6894248354314,71.44513534241585,129866.37019932478,377126.67614655755
110.75448170444218,146.81710901704622,-61.628617657955324,-58.84642818556808,810442.6581169227,921401.868316601
